S#,SNAME,SEX,BDATE,HEIGHT,DORM
01035953,丁蕾,女,2003-02-18,1.63,东5舍307
01035954,万亚捷,男,2005-06-04,1.83,东14舍230
01035955,张茜洋,女,2004-07-05,1.84,东11舍331
01035956,石泽琨,女,2002-07-09,1.76,东21舍319
01035957,张振磊,男,2002-07-29,1.87,东6舍623
01035958,罗舒心,女,2004-01-29,1.7,东19舍207
01035959,冯睿,男,2003-06-21,1.89,东6舍702
01035960,黄千哲,女,2004-01-24,1.72,东12舍833
01035961,卢思奇,男,2004-11-15,1.6,东20舍932
01035962,周航,女,2005-10-17,1.61,东17舍920
01035963,潘若琛,男,2005-01-17,1.62,东1舍817
01035964,史易萌,女,2003-08-25,1.77,东8舍724
01035965,郑梦娇,女,2002-05-17,1.84,东17舍609
01035966,黄颖,男,2003-08-24,1.77,东7舍617
01035967,王晓玲,女,2005-03-08,1.61,东13舍924
01035968,俞一君,女,2005-05-05,1.77,东15舍921
01035969,何茂志,男,2004-11-02,1.8,东16舍715
01035970,魏修明,女,2005-02-06,1.7,东10舍402
01035971,胡江,男,2003-02-01,1.74,东2舍815
01035972,殷悦祥,男,2004-01-21,1.83,东21舍318
01035973,段思含,女,2004-04-13,1.69,东9舍131
01035974,马莹祎,女,2005-07-01,1.71,东1舍424
01035975,李晓峰,男,2005-04-10,1.69,东3舍625
01035976,方刚,男,2005-11-01,1.83,东8舍433
01035977,孟延新,女,2002-12-30,1.78,东1舍516
01035978,方长健,男,2002-03-14,1.72,东18舍718
01035979,李晶,女,2003-08-24,1.88,东3舍129
01035980,吴尚,女,2005-02-11,1.84,东1舍519
01035981,彭丽云,女,2002-01-03,1.65,东13舍531
01035982,夏一丹,女,2003-08-14,1.75,东17舍609
01035983,朱淑媛,女,2003-05-05,1.83,东12舍733
01035984,郭宝迪,男,2005-10-17,1.89,东16舍616
01035985,叶嘉伟,男,2003-06-05,1.59,东17舍633
01035986,刘志今,女,2005-05-23,1.84,东18舍232
01035987,李济远,男,2002-03-03,1.63,东18舍721
01035988,汪思佳,女,2003-07-02,1.9,东8舍108
01035989,欧阳嘉毅,男,2005-10-24,1.72,东17舍807
01035990,王涛,男,2004-11-07,1.88,东3舍921
01035991,吴思琦,女,2002-02-11,1.83,东8舍812
01035992,孔艺儒,女,2004-06-11,1.7,东7舍630
01035993,朱昊东,男,2005-12-30,1.76,东19舍729
01035994,税圣杰,男,2005-12-14,1.86,东5舍308
01035995,马珂颖,女,2002-05-23,1.83,东19舍331
01035996,王国超,男,2003-09-08,1.73,东17舍317
01035997,韩晓媛,女,2003-08-17,1.9,东19舍912
01035998,何雨点,女,2004-08-24,1.89,东11舍911
01035999,柯芃,女,2003-02-09,1.65,东14舍415
01036000,邹滨阳,女,2003-06-03,1.66,东5舍116
01036001,孙安临,男,2005-02-23,1.76,东3舍932
01036002,李坤,女,2004-12-10,1.61,东15舍616
01036003,尹冲,男,2002-08-15,1.71,东12舍915
01036004,杨明钰,男,2004-01-26,1.59,东17舍430
01036005,韩岩,女,2005-06-08,1.78,东5舍529
01036006,王璐,女,2004-11-12,1.88,东18舍823
01036007,王政,男,2004-05-14,1.84,东11舍211
01036008,陈博,女,2003-09-24,1.69,东1舍933
01036009,欧正鑫,男,2005-02-27,1.6,东19舍332
01036010,金昌龙,男,2003-08-20,1.77,东10舍719
01036011,吕江涛,男,2002-01-30,1.79,东9舍806
01036012,关琳,女,2005-12-17,1.9,东11舍423
01036013,张萌尧,女,2005-09-22,1.8,东20舍631
01036014,张漫,女,2004-08-23,1.58,东9舍101
01036015,常乐,女,2005-12-26,1.74,东8舍230
01036016,明桦,女,2004-03-02,1.78,东20舍802
01036017,齐佳敏,女,2002-10-28,1.89,东19舍630
01036018,周忠鹏,男,2004-12-15,1.86,东11舍318
01036019,桂雪,女,2004-10-04,1.72,东20舍522
01036020,吕欣然,女,2003-08-10,1.68,东13舍628
01036021,侯雅迪,女,2003-03-21,1.79,东14舍923
01036022,慕思成,男,2005-03-11,1.75,东1舍609
01036023,卿晶,女,2004-12-04,1.84,东16舍727
01036024,孙凡茹,女,2003-04-21,1.76,东5舍216
01036025,胡正,男,2002-08-21,1.89,东12舍524
01036026,陈敬智,男,2004-01-14,1.77,东16舍924
01036027,孟冬丽,女,2004-11-03,1.74,东14舍532
01036028,李镇业,男,2002-04-18,1.68,东6舍317
01036029,钱书馨,女,2005-09-02,1.84,东21舍722
01036030,王丽群,女,2003-08-10,1.58,东4舍710
01036031,李宇静,女,2005-11-27,1.58,东5舍305
01036032,方皓,男,2002-05-14,1.89,东1舍718
01036033,胥临轩,男,2005-12-27,1.9,东4舍612
01036034,贾方芳,女,2005-02-12,1.62,东17舍809
01036035,杨春晖,男,2002-09-11,1.62,东19舍520
01036036,孟鑫岳,女,2004-03-22,1.76,东18舍124
01036037,管梓壮,男,2002-07-18,1.75,东2舍821
01036038,张超然,男,2002-02-20,1.67,东12舍731
01036039,周颂祈,男,2002-12-04,1.64,东21舍628
01036040,吴雨昕,女,2005-11-16,1.87,东16舍126
01036041,陈浩,男,2005-04-27,1.58,东4舍621
01036042,马小盼,女,2004-11-01,1.79,东8舍302
01036043,魏雯莉,女,2004-12-23,1.81,东11舍109
01036044,郭思睿,女,2003-11-21,1.72,东4舍309
01036045,郑琪霖,男,2004-08-07,1.69,东17舍603
01036046,唐东,女,2003-05-17,1.59,东21舍301
01036047,王英子,女,2004-09-11,1.63,东6舍421
01036048,管英迪,男,2003-05-29,1.82,东16舍205
01036049,高鉴,男,2002-12-01,1.72,东14舍620
01036050,任倩仪,女,2002-09-13,1.69,东9舍803
01036051,秦浪,男,2004-10-09,1.84,东18舍930
01036052,翟安怡,女,2002-09-09,1.68,东14舍805
01036053,黄婉玉,女,2002-10-20,1.59,东15舍522
01036054,李竞曦,男,2004-05-22,1.83,东16舍621
01036055,李红燕,女,2002-04-08,1.76,东17舍123
01036056,王泽坤,男,2004-08-27,1.76,东4舍228
01036057,谢继威,男,2003-07-26,1.76,东7舍429
01036058,刘奕伶,女,2004-03-21,1.61,东18舍818
01036059,孙乾汇,男,2002-05-14,1.73,东2舍424
01036060,董昱,女,2003-05-05,1.85,东13舍603
01036061,沈哲焱,女,2002-04-09,1.6,东15舍822
01036062,傅宇康,男,2005-08-24,1.89,东21舍728
01036063,黄润珂,女,2003-06-16,1.69,东2舍904
01036064,潘仕林,男,2005-09-24,1.63,东11舍810
01036065,叶思壮,男,2002-11-22,1.65,东9舍633
01036066,钟敏红,女,2004-12-06,1.81,东11舍731
01036067,武靖雅,女,2002-04-27,1.67,东11舍701
01036068,陈晨,女,2005-01-21,1.68,东8舍416
01036069,高蕾,女,2002-10-17,1.61,东9舍420
01036070,李恒霄,女,2005-04-11,1.8,东17舍415
01036071,戎挺,男,2005-05-14,1.74,东14舍431
01036072,王晴,女,2002-09-19,1.67,东19舍406
01036073,张承军,男,2003-03-03,1.59,东19舍427
01036074,李纯键,男,2005-12-02,1.89,东11舍710
01036075,李立源,男,2002-06-25,1.72,东3舍310
01036076,何心然,男,2004-03-09,1.71,东2舍417
01036077,石子金,男,2005-06-23,1.85,东4舍712
01036078,王银力,男,2003-09-18,1.58,东1舍328
01036079,曾慧楠,女,2005-06-07,1.8,东9舍102
01036080,武正奇,男,2003-08-25,1.73,东17舍829
01036081,郑雅文,女,2005-03-06,1.63,东9舍625
01036082,李红燕,女,2003-06-03,1.89,东10舍111
01036083,谷正花,女,2003-09-16,1.78,东8舍519
01036084,杨洛,男,2002-09-09,1.66,东1舍605
01036085,殷琦琦,女,2005-02-04,1.88,东8舍806
01036086,徐浩,男,2002-09-27,1.61,东13舍120
01036087,徐杨,女,2002-09-11,1.67,东13舍908
01036088,左世良,男,2004-08-04,1.76,东5舍406
01036089,阳宁,男,2002-12-04,1.67,东6舍917
01036090,白翊含,女,2002-07-29,1.89,东1舍116
01036091,朱德敏,男,2005-02-24,1.64,东21舍114
01036092,牛冬娴,女,2005-12-12,1.86,东18舍511
01036093,黎平,男,2003-05-17,1.74,东21舍403
01036094,杨志坚,男,2005-07-06,1.65,东11舍130
01036095,郑思院,女,2002-04-28,1.72,东17舍117
01036096,刘伟平,女,2003-12-29,1.62,东14舍126
01036097,胡人久,男,2003-06-01,1.63,东19舍408
01036098,史久昀,男,2002-10-25,1.79,东1舍533
01036099,邱其然,男,2002-08-04,1.81,东10舍311
01036100,陈文汉,男,2003-04-22,1.58,东17舍326
01036101,张贵琳,男,2004-01-30,1.73,东11舍813
01036102,龚静苹,女,2004-02-09,1.58,东3舍930
01036103,杨慧芳,女,2002-01-25,1.76,东1舍427
01036104,梁秋婵,女,2002-02-13,1.71,东4舍808
01036105,王丰,男,2003-10-26,1.84,东2舍425
01036106,刘守博,男,2002-05-16,1.75,东19舍118
01036107,魏明君,女,2002-06-28,1.66,东10舍708
01036108,刘莹,女,2005-12-13,1.65,东16舍920
01036109,彭小玻,男,2004-11-28,1.67,东9舍232
01036110,马天翼,男,2002-05-22,1.66,东12舍333
01036111,陈禹洲,男,2002-10-16,1.87,东16舍801
01036112,段本英,男,2002-11-25,1.88,东12舍613
01036113,王天洪,男,2005-09-13,1.86,东18舍309
01036114,黄洋,男,2003-12-09,1.89,东8舍702
01036115,张汇元,男,2004-10-17,1.71,东12舍314
01036116,张宝增,男,2002-02-02,1.75,东1舍418
01036117,孙铮,男,2002-09-01,1.76,东11舍312
01036118,韩子程,男,2003-02-23,1.59,东9舍304
01036119,孙浩浩,女,2003-09-07,1.65,东16舍703
01036120,郭犇,女,2005-06-02,1.85,东2舍822
01036121,梁玲玲,女,2002-08-24,1.87,东13舍115
01036122,姚璐璐,女,2003-05-10,1.65,东5舍921
01036123,张隽瑀,男,2005-10-14,1.8,东11舍216
01036124,叶余桦,男,2005-06-17,1.76,东18舍810
01036125,袁钰林,男,2005-07-26,1.6,东20舍324
01036126,陈晓莉,女,2004-05-02,1.73,东13舍909
01036127,忻省池,女,2002-09-17,1.72,东14舍628
01036128,李卓津,男,2003-03-02,1.63,东3舍903
01036129,王壹凡,女,2003-02-12,1.69,东1舍907
01036130,张旭,男,2003-08-11,1.69,东11舍403
01036131,颜子钧,男,2004-04-02,1.86,东5舍505
01036132,马欣怡,女,2005-01-15,1.85,东20舍533
01036133,王睿,男,2004-09-26,1.62,东6舍912
01036134,黄钰灵,女,2004-03-14,1.66,东4舍410
01036135,刘悦琳,女,2002-12-23,1.75,东13舍115
01036136,王袁成,男,2005-06-30,1.85,东16舍331
01036137,吴双辰,男,2004-11-14,1.71,东10舍114
01036138,陈治国,男,2003-02-27,1.87,东1舍916
01036139,裴少君,女,2004-10-11,1.84,东3舍417
01036140,曾文颢,男,2002-12-18,1.78,东19舍828
01036141,蒋欣芸,女,2005-11-11,1.77,东19舍504
01036142,任聪,男,2002-01-29,1.73,东10舍830
01036143,张正庆,男,2002-03-12,1.65,东12舍707
01036144,刘绍航,男,2002-09-24,1.59,东10舍804
01036145,张厚博,男,2004-10-10,1.68,东6舍802
01036146,徐正,男,2003-12-06,1.65,东19舍209
01036147,王凯弘,男,2004-08-11,1.68,东5舍822
01036148,戴腾跃,男,2003-11-18,1.89,东3舍431
01036149,杜崧禾,男,2005-04-28,1.59,东9舍917
01036150,韦维,女,2005-05-15,1.88,东14舍905
01036151,过昕彤,女,2002-05-19,1.65,东5舍621
01036152,吕玥,女,2003-08-31,1.64,东11舍613
01036153,程冲冲,男,2003-06-24,1.6,东16舍327
01036154,施文豪,男,2005-02-17,1.69,东8舍326
01036155,刘小榆,女,2003-03-13,1.78,东1舍124
01036156,李丰,男,2003-07-22,1.75,东3舍714
01036157,肖涵,男,2002-03-03,1.67,东12舍213
01036158,王海鹏,男,2003-10-29,1.63,东19舍411
01036159,娟娟,女,2002-11-22,1.9,东10舍230
01036160,李连欣,女,2004-03-22,1.81,东7舍221
01036161,谭金沫,男,2002-08-16,1.72,东6舍110
01036162,周江萍,女,2005-09-08,1.61,东7舍108
01036163,任兴隆,男,2004-11-30,1.62,东7舍325
01036164,韩清扬,男,2003-05-15,1.84,东8舍623
01036165,李云川,男,2003-01-08,1.74,东15舍914
01036166,张剑,女,2002-06-27,1.7,东13舍320
01036167,吴宏毅,男,2004-10-13,1.76,东19舍520
01036168,刘今,女,2003-10-19,1.64,东17舍722
01036169,杜明昊,男,2002-05-19,1.74,东21舍613
01036170,才东玉,女,2004-03-09,1.89,东16舍533
01036171,刘宇婧,女,2003-03-24,1.72,东1舍710
01036172,宋昱辉,男,2005-07-23,1.63,东13舍129
01036173,何宇笛,女,2005-03-21,1.68,东19舍628
01036174,杜延峰,男,2004-04-18,1.8,东9舍327
01036175,江宇轩,男,2004-10-02,1.7,东3舍902
01036176,尹智俐,女,2002-06-17,1.83,东1舍618
01036177,覃朗,男,2004-09-12,1.76,东1舍118
01036178,杨锦漾,女,2003-09-12,1.76,东15舍909
01036179,彭瑞,女,2004-07-02,1.61,东7舍613
01036180,唐诗诗,女,2004-11-02,1.6,东15舍116
01036181,孙筱涵,女,2004-08-14,1.69,东1舍705
01036182,王雪瑞,女,2003-01-11,1.9,东2舍628
01036183,蒋奕,女,2005-01-12,1.85,东21舍731
01036184,乔桥,男,2002-08-08,1.6,东19舍518
01036185,周航,男,2005-02-03,1.64,东16舍531
01036186,罗涛,女,2004-11-23,1.87,东11舍703
01036187,刘子川,男,2003-10-19,1.87,东16舍507
01036188,刘志莉,女,2002-05-14,1.86,东12舍603
01036189,周宗昊,男,2004-07-29,1.7,东17舍314
01036190,刘睿祺,女,2005-05-20,1.64,东7舍910
01036191,倪逸云,女,2003-12-23,1.72,东13舍617
01036192,杜玉洁,女,2002-05-22,1.77,东10舍425
01036193,袁紫祎,女,2005-08-02,1.66,东6舍728
01036194,杜文静,女,2005-04-04,1.73,东18舍114
01036195,李培哲,男,2004-03-28,1.66,东19舍818
01036196,陈炜,男,2002-10-06,1.66,东10舍208
01036197,王丽英,女,2005-10-13,1.73,东13舍427
01036198,李博,男,2002-06-03,1.67,东14舍417
01036199,沈占豪,男,2004-08-17,1.59,东5舍911
01036200,张子钰,男,2005-11-26,1.87,东9舍133
01036201,陆文悦,女,2003-01-21,1.7,东16舍301
01036202,蒲绘竹,女,2005-07-20,1.69,东16舍321
01036203,王玉鑫,女,2005-03-01,1.77,东15舍525
01036204,邓睿捷,男,2005-09-11,1.59,东14舍221
01036205,陈博文,男,2004-08-13,1.81,东8舍704
01036206,肖正君,男,2002-03-16,1.72,东10舍919
01036207,张景尧,男,2002-12-24,1.69,东6舍414
01036208,段松儒,男,2003-08-18,1.73,东2舍210
01036209,常玉凯,男,2004-12-07,1.8,东11舍216
01036210,郭齐,女,2003-09-22,1.7,东6舍218
01036211,李辰,女,2004-10-14,1.86,东21舍901
01036212,杜昕桢,男,2003-10-31,1.64,东5舍422
01036213,代飞龙,男,2004-01-07,1.63,东1舍328
01036214,郭雪雯,女,2003-08-12,1.63,东4舍804
01036215,王子鸣,男,2005-11-26,1.71,东10舍933
01036216,林利泽,男,2003-05-14,1.87,东3舍715
01036217,刘栋,男,2005-07-31,1.61,东3舍832
01036218,张延川,男,2003-12-20,1.64,东1舍709
01036219,周泽学,男,2005-12-07,1.63,东18舍108
01036220,张瑞,男,2003-08-20,1.88,东11舍708
01036221,郭政,男,2002-05-15,1.69,东13舍820
01036222,齐思原,女,2003-10-06,1.65,东7舍314
01036223,付天睿,男,2003-09-19,1.86,东11舍607
01036224,潘智杰,男,2002-09-12,1.73,东5舍426
01036225,杜冠阳,男,2002-06-12,1.84,东14舍725
01036226,戴必玮,男,2003-10-18,1.86,东9舍824
01036227,赵欣书,女,2002-07-25,1.79,东8舍803
01036228,张蕊,女,2002-10-17,1.88,东1舍226
01036229,吴俊睿,男,2004-12-28,1.59,东7舍317
01036230,徐欣,女,2005-12-26,1.6,东20舍923
01036231,刘润泽,男,2002-01-03,1.76,东17舍126
01036232,于泽源,男,2002-02-21,1.86,东1舍524
01036233,周徐意,男,2004-03-26,1.74,东9舍724
01036234,井立博,男,2002-12-20,1.85,东9舍812
01036235,张一帆,男,2004-02-23,1.69,东4舍731
01036236,杨万民,男,2005-12-14,1.66,东6舍625
01036237,张子旸,男,2005-08-17,1.73,东9舍104
01036238,吕首然,男,2003-09-01,1.86,东6舍316
01036239,王晓蕾,女,2004-09-16,1.74,东5舍108
01036240,杨东辉,男,2003-12-04,1.72,东21舍717
01036241,代静怡,女,2004-04-11,1.68,东18舍108
01036242,孔德越,女,2004-04-13,1.78,东16舍124
01036243,李易宸,女,2005-02-07,1.63,东11舍708
01036244,孙畅,女,2003-11-04,1.69,东1舍424
01036245,傅小勇,男,2004-02-02,1.59,东21舍907
01036246,李晓宇,男,2003-08-18,1.68,东13舍212
01036247,许成铭,男,2005-11-02,1.78,东4舍613
01036248,郑颖,女,2004-05-01,1.73,东10舍309
01036249,陈莹,女,2004-07-17,1.87,东2舍230
01036250,宋湲,女,2002-07-06,1.72,东20舍119
01036251,于晓凡,女,2002-03-12,1.88,东14舍612
01036252,张天祺,女,2005-10-18,1.58,东3舍305
01036253,田晶晶,女,2002-08-29,1.83,东6舍715
01036254,袁珂,女,2005-06-10,1.6,东19舍501
01036255,彭月,女,2005-05-17,1.58,东18舍316
01036256,荣秀芳,女,2002-02-16,1.63,东7舍208
01036257,刘宇涵,男,2005-06-03,1.9,东15舍333
01036258,杜振宇,男,2004-12-20,1.83,东16舍309
01036259,李婷婷,女,2003-12-06,1.66,东10舍308
01036260,张学智,男,2005-09-08,1.69,东16舍115
01036261,商量,男,2005-08-05,1.86,东8舍723
01036262,蒋晓菲,女,2002-01-25,1.63,东16舍604
01036263,梁宗琦,女,2005-05-22,1.72,东2舍733
01036264,黄越钦,男,2003-12-22,1.81,东14舍203
01036265,由欢,女,2005-03-03,1.63,东20舍729
01036266,邢家瑞,男,2005-03-06,1.82,东15舍119
01036267,欧阳稷,男,2002-05-24,1.68,东15舍913
01036268,张京粤,男,2005-01-25,1.84,东17舍809
01036269,王巧雨,女,2002-06-11,1.61,东15舍426
01036270,缪晨俊,男,2004-07-26,1.8,东8舍418
01036271,田昊,男,2002-01-11,1.65,东5舍711
01036272,谢家艳,女,2002-06-21,1.85,东18舍301
01036273,沈林锋,男,2002-12-27,1.74,东8舍725
01036274,孙大伟,男,2003-05-22,1.71,东13舍219
01036275,周安,男,2002-05-02,1.6,东6舍629
01036276,黄子奇,男,2003-10-02,1.61,东13舍215
01036277,石善国,男,2004-05-26,1.66,东3舍522
01036278,彭静怡,女,2004-04-27,1.73,东9舍617
01036279,李章超,男,2005-02-17,1.61,东7舍633
01036280,田耕坤,男,2004-03-22,1.85,东5舍226
01036281,李楠楠,女,2003-11-07,1.89,东3舍412
01036282,苏龚,男,2002-02-15,1.8,东5舍610
01036283,覃海琳,女,2005-11-05,1.73,东12舍724
01036284,冯世平,男,2004-12-01,1.73,东2舍323
01036285,陈芊宇,女,2005-06-14,1.65,东17舍930
01036286,肖宇,男,2005-04-05,1.71,东7舍804
01036287,刘之诚,男,2003-04-26,1.71,东19舍611
01036288,黎源,女,2003-09-10,1.72,东3舍802
01036289,郭玉涵,男,2003-03-03,1.69,东13舍418
01036290,李铁义,男,2003-10-08,1.8,东12舍425
01036291,王康丽,女,2004-05-12,1.81,东17舍220
01036292,陆逢黎,男,2003-08-13,1.87,东1舍732
01036293,盖宇航,男,2004-05-14,1.7,东11舍609
01036294,杨永坤,男,2003-03-14,1.63,东21舍907
01036295,李然,女,2002-04-28,1.87,东19舍606
01036296,张世夷,女,2004-05-07,1.77,东7舍212
01036297,芮钰雅,女,2005-12-28,1.6,东12舍210
01036298,刘畅,女,2005-04-26,1.78,东9舍902
01036299,吴俊,男,2003-11-26,1.73,东17舍730
01036300,裘珮瑶,女,2002-12-19,1.8,东17舍221
01036301,向珍,女,2005-03-30,1.64,东12舍212
01036302,李彦锦,男,2004-05-18,1.83,东1舍831
01036303,姜怡琳,女,2005-03-29,1.79,东19舍414
01036304,袁精蔚,男,2005-05-13,1.65,东3舍412
01036305,李志,男,2004-02-24,1.61,东19舍710
01036306,吕田,男,2004-12-06,1.73,东5舍117
01036307,张艳,女,2003-12-05,1.87,东1舍424
01036308,周林莉,女,2004-01-02,1.59,东16舍720
01036309,刘世宽,男,2003-11-24,1.69,东17舍531
01036310,张铂尧,男,2002-04-26,1.69,东11舍208
01036311,任小莹,女,2005-02-21,1.59,东19舍818
01036312,彭俊麟,女,2002-05-23,1.84,东9舍930
01036313,白俊,男,2002-08-05,1.83,东5舍729
01036314,孙亮亮,男,2002-05-19,1.8,东3舍202
01036315,姜皓月,女,2004-10-12,1.73,东21舍611
01036316,刘锦钰,女,2004-10-17,1.87,东13舍402
01036317,黄怡,女,2003-09-09,1.64,东16舍832
01036318,张雨欣,女,2004-01-05,1.79,东9舍315
01036319,崔天明,男,2004-06-16,1.67,东19舍102
01036320,李培哲,男,2003-11-28,1.76,东11舍913
01036321,张玥雯,女,2003-12-14,1.86,东13舍811
01036322,崔星宇,女,2005-03-19,1.73,东10舍225
01036323,陈海燕,女,2004-10-29,1.68,东10舍533
01036324,张云宜,女,2003-02-09,1.64,东3舍329
01036325,李辰帅,男,2004-11-07,1.81,东9舍923
01036326,赵贺,男,2004-08-11,1.88,东7舍319
01036327,李婷,女,2005-09-10,1.65,东2舍832
01036328,陶楚,女,2003-12-14,1.77,东15舍709
01036329,耿燕各,女,2005-03-27,1.65,东15舍808
01036330,曹涵,男,2004-04-27,1.9,东8舍713
01036331,刘偌彤,女,2005-07-02,1.81,东14舍907
01036332,郑晨露,女,2003-06-14,1.88,东9舍303
01036333,白林川,男,2002-10-24,1.82,东12舍920
01036334,周佳苇,女,2005-06-07,1.82,东21舍119
01036335,吴宗泽,男,2002-08-16,1.83,东15舍114
01036336,邵姿莹,女,2002-12-18,1.7,东21舍201
01036337,郭雪菲,女,2003-04-10,1.76,东20舍626
01036338,喻哲扬,男,2004-01-24,1.82,东15舍212
01036339,杨奇,男,2003-12-21,1.88,东10舍127
01036340,魏来,男,2004-06-13,1.87,东14舍204
01036341,郑泽琦,男,2005-02-02,1.64,东13舍627
01036342,李潇潇,女,2002-09-01,1.58,东4舍416
01036343,董洺宇,男,2003-05-06,1.8,东18舍425
01036344,唐家梁,男,2003-05-29,1.7,东19舍122
01036345,赵志豪,男,2004-05-21,1.73,东16舍213
01036346,钱天一,男,2005-10-27,1.59,东10舍605
01036347,陈艳姣,女,2002-01-14,1.74,东7舍209
01036348,唐用,男,2002-07-28,1.69,东13舍318
01036349,廖有根,男,2002-02-16,1.79,东14舍223
01036350,刘培荣,男,2005-12-07,1.79,东7舍808
01036351,张乔茜,女,2004-07-11,1.65,东11舍728
01036352,高一之,女,2004-10-07,1.75,东20舍633
01036353,范夏璐,女,2002-02-24,1.71,东19舍733
01036354,孙闻涛,男,2002-07-04,1.62,东20舍407
01036355,熊宇航,男,2002-12-27,1.78,东12舍314
01036356,童瑶,女,2004-02-27,1.7,东15舍222
01036357,许君杰,男,2004-06-28,1.64,东8舍215
01036358,陈奕君,女,2005-01-20,1.74,东9舍233
01036359,王璐,女,2002-01-20,1.87,东6舍918
01036360,张涛铸,男,2003-05-01,1.6,东12舍425
01036361,王雪薇,女,2005-11-01,1.62,东9舍804
01036362,盛志璇,女,2004-02-19,1.77,东5舍901
01036363,顾恬雪,女,2005-01-20,1.77,东20舍808
01036364,李幸,女,2004-10-14,1.88,东15舍417
01036365,陈佳霖,女,2005-06-10,1.62,东4舍214
01036366,孙悦天,女,2004-08-09,1.62,东14舍205
01036367,柴宇宸,男,2005-06-13,1.61,东18舍617
01036368,陈颖,女,2004-04-28,1.88,东7舍124
01036369,张战红,男,2005-02-28,1.65,东2舍616
01036370,戴明卓,男,2003-10-26,1.64,东15舍824
01036371,邢康南,女,2005-11-09,1.89,东16舍221
01036372,张伟,男,2005-06-22,1.76,东7舍407
01036373,卢睿,男,2005-01-26,1.77,东18舍529
01036374,周沁雪,女,2003-07-17,1.71,东3舍815
01036375,杜迎霜,女,2005-05-15,1.58,东4舍226
01036376,黄远学,男,2003-12-17,1.67,东21舍602
01036377,梁家杰,男,2005-07-21,1.62,东14舍619
01036378,白浩宇,男,2002-06-27,1.6,东10舍106
01036379,徐子涵,男,2003-03-21,1.86,东1舍202
01036380,黄诗洋,男,2005-03-14,1.88,东13舍513
01036381,吴慧琪,女,2002-02-26,1.75,东17舍313
01036382,和万象,男,2003-11-05,1.71,东6舍832
01036383,刘艳,女,2002-01-21,1.74,东20舍514
01036384,徐卫,女,2005-10-27,1.83,东15舍104
01036385,丁昊,女,2004-09-30,1.82,东18舍317
01036386,吕凯,男,2004-03-12,1.74,东21舍702
01036387,郭名扬,男,2005-10-29,1.75,东13舍914
01036388,侯静远,女,2005-06-12,1.65,东21舍927
01036389,郭怡兰,女,2004-04-02,1.7,东1舍432
01036390,张翔,男,2002-09-27,1.84,东21舍205
01036391,张静,女,2005-06-26,1.68,东17舍418
01036392,盛唯佳,女,2004-09-07,1.73,东6舍818
01036393,赵佑霖,女,2002-01-29,1.66,东3舍404
01036394,吴逸夫,男,2002-07-08,1.68,东3舍226
01036395,沈阳,男,2003-07-07,1.7,东11舍317
01036396,宋瑶,女,2002-08-23,1.8,东17舍725
01036397,陈高翔,男,2003-07-02,1.86,东4舍321
01036398,张天一,女,2002-03-10,1.83,东16舍504
01036399,张轶宁,女,2002-12-25,1.77,东18舍601
01036400,梁儒昆,男,2004-04-10,1.87,东16舍126
01036401,张甜甜,女,2002-10-03,1.67,东19舍111
01036402,李珏睿,男,2002-04-29,1.76,东5舍402
01036403,杨崇曜,女,2004-02-21,1.62,东3舍417
01036404,李潇,女,2004-06-21,1.75,东9舍811
01036405,王闲,女,2003-01-26,1.79,东5舍821
01036406,柯仕诚,男,2002-01-31,1.74,东17舍333
01036407,宋昱丰,女,2002-07-30,1.62,东1舍920
01036408,邱佳杰,男,2004-03-09,1.65,东19舍132
01036409,郑冰,男,2003-03-19,1.69,东4舍902
01036410,高涵,男,2003-10-21,1.63,东7舍213
01036411,杨晓,女,2005-09-03,1.58,东20舍412
01036412,刘维伊,女,2002-03-22,1.86,东6舍727
01036413,陈雨露,女,2005-08-22,1.6,东21舍303
01036414,段旭成,男,2002-09-18,1.63,东16舍506
01036415,闫润泽,男,2002-12-07,1.59,东9舍107
01036416,李佳蔚,女,2003-04-13,1.62,东2舍920
01036417,段润东,男,2002-08-13,1.9,东4舍207
01036418,王英子,女,2002-09-20,1.82,东11舍127
01036419,吴效瑜,女,2003-08-30,1.63,东4舍831
01036420,石小烨,女,2003-01-07,1.89,东5舍821
01036421,吕可欣,女,2005-07-30,1.62,东2舍801
01036422,吴钟茂,男,2004-11-30,1.74,东7舍632
01036423,吕田,男,2002-08-05,1.67,东17舍315
01036424,孟宪丰,男,2003-06-17,1.88,东5舍316
01036425,杨涛,男,2004-02-20,1.77,东15舍325
01036426,童佳琪,女,2004-09-10,1.8,东4舍418
01036427,王韬权,男,2004-11-02,1.88,东19舍732
01036428,张兆乾,男,2002-09-08,1.73,东16舍732
01036429,赵梦雨,女,2005-08-10,1.65,东13舍411
01036430,戴晓彬,男,2002-07-14,1.65,东5舍501
01036431,胡亚洁,女,2005-06-19,1.67,东9舍826
01036432,孙翰元,男,2005-04-04,1.63,东5舍421
01036433,施辰娜,女,2003-04-03,1.61,东10舍725
01036434,陈晓强,男,2002-09-17,1.66,东5舍503
01036435,文玲燕,女,2002-11-30,1.71,东16舍818
01036436,梁栋,女,2005-09-05,1.75,东19舍724
01036437,李剑慧,女,2002-03-19,1.8,东12舍611
01036438,杨珺雯,女,2005-10-05,1.86,东6舍719
01036439,陈晓征,男,2002-12-30,1.89,东5舍227
01036440,倪煜,男,2002-07-04,1.6,东17舍819
